warehouse_event_id;warehouse_id;order_id;tracking_number;carrier_name;origin_city;origin_country;warehouse_status;status_timestamp_raw;record_updated_at;batch_date
3011;WH-SIN;ORD-9083;TRACK-0001;ninja van;Singapore;SG;delivered;18/03/2026 14:33;18/03/2026 18:38;2026-03-18
3012;WH-SYD;ORD-9249;TRACK-0036;Australia Post;Sydney;AU;shipped;06/03/2026 17:50;06/03/2026 17:11;2026-03-06
3013;WH-SYD;ORD-9160;TRACK-0205;DHL;Sydney;AU;shipped;05/03/2026 23:38;05/03/2026 12:59;2026-03-06
3014;WH-AMS;ORD-9037;TRACK-0031;DHL;Amsterdam;NL;received;15/03/2026 11:37;15/03/2026 19:49;2026-03-15
3015;WH-LHR;ORD-9209;;DHL;London;GB;packed;02/03/2026 06:56;02/03/2026 17:57;2026-03-02
3016;WH-AMS;ORD-9128;TRACK-0099;PostNL;Amsterdam;NL;processing;19/03/2026 20:40;20/03/2026 04:13;2026-03-19
3017;WH-SYD;ORD-9008;TRACK-0048;Australia Post;Sydney;AU;shipped;09/03/2026 19:42;09/03/2026 22:30;2026-03-09
3018;WH-LHR;ORD-9147;TRACK-0217;DHL;London;GB;packed;13/03/2026 12:29;13/03/2026 13:31;2026-03-13
3019;WH-DXB;ORD-9245;TRACK-0258;aramex;Dubai;AE;shipped;02/03/2026 17:21;03/03/2026 00:52;2026-03-02
3020;WH-DXB;ORD-9127;TRACK-0021;DHL;Dubai;AE;shipped;06/03/2026 16:22;07/03/2026 04:35;2026-03-06
3021;WH-LAX;ORD-9154;TRACK-0235;fedex;Los Angeles;US;shipped;03/03/2026 06:47;03/03/2026 10:25;2026-03-03
3022;WH-AMS;ORD-9126;TRACK-0190;PostNL;Amsterdam;NL;in_transit;18/03/2026 09:26;18/03/2026 08:34;2026-03-18
3023;WH-LAX;ORD-9136;TRACK-0060;FedEx;Los Angeles;US;shipped;05/03/2026 12:01;06/03/2026 02:34;2026-03-05
3024;WH-AMS;ORD-9048;TRACK-0217;dhl;Amsterdam;NL;in_transit;06/03/2026 17:01;06/03/2026 23:33;2026-03-06
3025;WH-AMS;ORD-9039;TRACK-0077;PostNL;Amsterdam;NL;processing;07/03/2026 14:33;08/03/2026 05:08;2026-03-07
3026;WH-LAX;ORD-9128;TRACK-0053;UPS;Los Angeles;US;in_transit;06/03/2026 07:14;07/03/2026 04:53;2026-03-06
3027;WH-LAX;ORD-9171;TRACK-0211;FedEx;Los Angeles;US;in_transit;19/03/2026 16:23;20/03/2026 00:24;2026-03-19
3028;WH-SIN;ORD-9117;track-0115;UPS;Singapore;SG;Packed;17/03/2026 15:48;17/03/2026 18:44;2026-03-17
3029;WH-AMS;ORD-9134;TRACK-0092;postnl;Amsterdam;NL;shipped;17/03/2026 21:29;18/03/2026 08:49;2026-03-18
3030;WH-DXB;ORD-9098;track-0131;dhl;Dubai;AE;delivered;16/03/2026 11:39;16/03/2026 19:05;2026-03-16
3031;WH-SYD;ORD-9170;TRACK-0161;Australia Post;Sydney;AU;packed;09/03/2026 21:37;09/03/2026 22:30;2026-03-09
3032;WH-LHR;ORD-9195;TRACK-0090;DHL;London;GB;delivered;05/03/2026 14:06;05/03/2026 23:59;2026-03-05
3033;WH-LHR;ORD-9227;TRACK-0110;Royal Mail;London;GB;packed;14/03/2026 10:58;15/03/2026 00:56;2026-03-14
3034;WH-LAX;ORD-9102;track-0076;FedEx;Los Angeles;US;shipped;10/03/2026 19:40;11/03/2026 06:24;2026-03-10
3035;WH-LHR;ORD-9125;TRACK-0076;Royal Mail;London;GB;delivered;17/03/2026 19:31;17/03/2026 22:31;2026-03-17
3036;WH-DXB;ORD-9128;TRACK-0063;DHL;Dubai;AE;exception;21/03/2026 09:00;21/03/2026 16:33;2026-03-21
3037;WH-LAX;ORD-9244;TRACK-0231;FedEx;Los Angeles;US;packed;11/03/2026 13:39;12/03/2026 02:20;2026-03-11
3038;WH-SIN;ORD-9172;TRACK-0164;UPS;Singapore;SG;processing;16/03/2026 06:57;16/03/2026 14:01;2026-03-16
3039;WH-AMS;ORD-9106;TRACK-0216;DHL;Amsterdam;NL;in_transit;01/03/2026 08:06;01/03/2026 19:57;2026-03-01
3040;WH-LHR;ORD-9113;TRACK-0140;Royal Mail;London;GB;in_transit;16/03/2026 12:35;16/03/2026 20:33;2026-03-16
3041;WH-DXB;ORD-9014;TRACK-0043;Aramex;Dubai;AE;processing;08/03/2026 03:17;08/03/2026 08:51;2026-03-08
3042;WH-LHR;ORD-9130;TRACK-0042;Royal Mail;London;GB;packed;17/03/2026 21:31;19/03/2026 13:31;2026-03-17
3043;WH-DXB;ORD-9079;TRACK-0123;Aramex;Dubai;AE;processing;17/03/2026 09:41;17/03/2026 20:01;2026-03-17
3044;WH-SIN;ORD-9056;TRACK-0014;Ninja Van;Singapore;SG;In_Transit;15/03/2026 21:13;15/03/2026 17:21;2026-03-15
3045;WH-DXB;ORD-9022;TRACK-0178;dhl;Dubai;AE;IN_TRANSIT;10/03/2026 03:47;10/03/2026 05:35;2026-03-10
3046;WH-SYD;ORD-9079;TRACK-0223;DHL;Sydney;AU;delivered;11/03/2026 00:56;11/03/2026 02:24;2026-03-11
3047;WH-AMS;ORD-9143;TRACK-0231;PostNL;Amsterdam;NL;in_transit;11/03/2026 18:31;11/03/2026 21:37;2026-03-11
3048;WH-SIN;ORD-9144;TRACK-0142;UPS;Singapore;SG;in_transit;17/03/2026 07:19;17/03/2026 15:26;2026-03-17
3049;WH-AMS;ORD-9048;TRACK-0151;DHL;Amsterdam;NL;shipped;12/03/2026 11:34;13/03/2026 00:17;2026-03-12
3050;WH-SIN;ORD-9157;TRACK-0129;UPS;Singapore;SG;in_transit;15/03/2026 22:22;16/03/2026 02:03;2026-03-15
3051;WH-AMS;ORD-9100;TRACK-0152;DHL;Amsterdam;NL;in_transit;02/03/2026 02:42;02/03/2026 07:41;2026-03-02
3052;WH-AMS;ORD-9007;TRACK-0146;PostNL;Amsterdam;NL;exception;19/03/2026 15:01;20/03/2026 04:02;2026-03-19
3053;WH-DXB;ORD-9028;TRACK-0078;DHL;Dubai;AE;processing;10/03/2026 01:06;10/03/2026 14:35;2026-03-10
3054;WH-LHR;ORD-9153;TRACK-0220;Royal Mail;London;GB;in_transit;05/03/2026 15:46;05/03/2026 20:16;2026-03-05
3055;WH-LAX;ORD-9039;track-0081;UPS;Los Angeles;US;SHIPPED;07/03/2026 16:33;08/03/2026 04:32;2026-03-07
3056;WH-SIN;ORD-9102;;UPS;Singapore;SG;delivered;02/03/2026 17:21;03/03/2026 06:52;2026-03-02
3057;WH-AMS;ORD-9240;TRACK-0156;PostNL;Amsterdam;NL;Shipped;02/03/2026 01:06;02/03/2026 12:38;2026-03-02
3058;WH-AMS;ORD-9118;TRACK-0011;PostNL;Amsterdam;NL;in_transit;12/03/2026 05:48;12/03/2026 10:32;2026-03-12
3059;WH-AMS;ORD-9241;TRACK-0179;PostNL;Amsterdam;NL;delivered;15/03/2026 23:18;16/03/2026 11:36;2026-03-16
3060;WH-AMS;ORD-9162;TRACK-0130;PostNL;Amsterdam;NL;DELIVERED;19/03/2026 17:36;20/03/2026 00:39;2026-03-19
3061;WH-SYD;ORD-9227;TRACK-0027;Australia Post;Sydney;AU;shipped;03/03/2026 17:20;04/03/2026 03:43;2026-03-03
3062;WH-DXB;ORD-9008;;Aramex;Dubai;AE;processing;11/03/2026 18:56;11/03/2026 23:54;2026-03-11
3063;WH-LHR;ORD-9242;TRACK-0125;Royal Mail;London;GB;delivered;19/03/2026 20:27;19/03/2026 21:38;2026-03-20
3064;WH-DXB;ORD-9137;TRACK-0002;DHL;Dubai;AE;shipped;19/03/2026 15:15;20/03/2026 00:26;2026-03-19
3065;WH-LHR;ORD-9165;TRACK-0097;Royal Mail;London;GB;processing;02/03/2026 01:10;02/03/2026 09:14;2026-03-02
3066;WH-SYD;ORD-9078;TRACK-0254;Australia Post;Sydney;AU;shipped;19/03/2026 20:02;19/03/2026 10:44;2026-03-19
3067;WH-SYD;ORD-9074;TRACK-0210;australia post;Sydney;AU;in_transit;14/03/2026 12:03;14/03/2026 23:08;2026-03-14
3068;WH-SIN;ORD-9250;TRACK-0019;UPS;Singapore;SG;delivered;16/03/2026 18:14;17/03/2026 03:54;2026-03-17
3069;WH-LAX;ORD-9154;track-0015;FedEx;Los Angeles;US;packed;12/03/2026 11:02;13/03/2026 06:40;2026-03-12
3070;WH-AMS;ORD-9196;TRACK-0124;DHL;Amsterdam;NL;in_transit;15/03/2026 07:10;15/03/2026 19:53;2026-03-15
3071;WH-AMS;ORD-9227;TRACK-0177;PostNL;Amsterdam;NL;packed;19/03/2026 04:29;19/03/2026 11:02;2026-03-19
3072;WH-LHR;ORD-9184;TRACK-0152;dhl;London;GB;delivered;01/03/2026 06:55;01/03/2026 18:37;2026-03-01
3073;WH-SIN;ORD-9118;TRACK-0181;UPS;Singapore;SG;in_transit;14/03/2026 20:09;15/03/2026 06:29;2026-03-15
3074;WH-LHR;ORD-9018;TRACK-0187;Royal Mail;London;GB;packed;05/03/2026 08:47;05/03/2026 17:59;2026-03-05
3075;WH-LAX;ORD-9132;TRACK-0247;UPS;Los Angeles;US;packed;21/03/2026 18:28;22/03/2026 07:20;2026-03-21
3076;WH-AMS;ORD-9203;TRACK-0008;DHL;Amsterdam;NL;in_transit;13/03/2026 12:54;13/03/2026 23:47;2026-03-13
3077;WH-LHR;ORD-9013;TRACK-0168;Royal Mail;London;GB;in_transit;16/03/2026 01:33;16/03/2026 08:31;2026-03-16
3078;WH-SIN;ORD-9253;;UPS;Singapore;SG;packed;16/03/2026 00:47;16/03/2026 10:48;2026-03-16
3079;WH-SYD;ORD-9051;TRACK-0251;dhl;Sydney;AU;packed;21/03/2026 08:37;21/03/2026 14:48;2026-03-21
3080;WH-AMS;ORD-9204;TRACK-0142;DHL;Amsterdam;NL;Delivered;05/03/2026 14:58;06/03/2026 02:09;2026-03-05
3081;WH-LAX;ORD-9065;TRK-106;FedEx;Los Angeles;US;delivered;17/03/2026 14:48;21/03/2026 05:48;2026-03-17
3082;WH-DXB;ORD-9129;;Aramex;Dubai;AE;packed;13/03/2026 19:16;13/03/2026 22:14;2026-03-13
3083;WH-DXB;ORD-9059;TRACK-0033;DHL;Dubai;AE;processing;21/03/2026 10:28;21/03/2026 22:52;2026-03-21
3084;WH-SYD;ORD-9016;TRACK-0032;DHL;Sydney;AU;processing;10/03/2026 13:14;10/03/2026 03:36;2026-03-10
3085;WH-LAX;ORD-9141;TRACK-0167;UPS;Los Angeles;US;Shipped;16/03/2026 01:29;16/03/2026 12:39;2026-03-16
3086;WH-LHR;ORD-9117;TRACK-0212;DHL;London;GB;in_transit;07/03/2026 21:37;08/03/2026 04:00;2026-03-07
3087;WH-AMS;ORD-9044;TRACK-0048;PostNL;Amsterdam;NL;shipped;13/03/2026 04:11;13/03/2026 15:37;2026-03-13
3088;WH-SYD;ORD-9027;TRACK-0148;DHL;Sydney;AU;shipped;11/03/2026 08:38;10/03/2026 23:28;2026-03-11
3089;WH-SIN;ORD-9116;TRACK-0220;UPS;Singapore;SG;in_transit;01/03/2026 19:02;02/03/2026 07:01;2026-03-01
3090;WH-AMS;ORD-9093;TRACK-0074;postnl;Amsterdam;NL;in_transit;03/03/2026 02:32;03/03/2026 06:12;2026-03-03
3091;WH-LAX;ORD-9190;TRACK-0160;FedEx;Los Angeles;US;processing;02/03/2026 07:23;02/03/2026 12:01;2026-03-02
3092;WH-DXB;ORD-9227;TRACK-0213;Aramex;Dubai;AE;processing;13/03/2026 19:17;14/03/2026 06:40;2026-03-13
3093;WH-DXB;ORD-9029;TRACK-0004;Aramex;Dubai;AE;in_transit;03/03/2026 16:53;04/03/2026 05:37;2026-03-03
3094;WH-DXB;ORD-9118;TRACK-0257;dhl;Dubai;AE;DELIVERED;01/03/2026 11:34;01/03/2026 12:53;2026-03-01
3095;WH-SYD;ORD-9214;;Australia Post;Sydney;AU;processing;10/03/2026 11:57;10/03/2026 18:07;2026-03-11
3096;WH-LHR;ORD-9206;TRACK-0041;DHL;London;GB;processing;02/03/2026 18:50;02/03/2026 20:46;2026-03-02
3097;WH-SIN;ORD-9076;;Ninja Van;Singapore;SG;shipped;15/03/2026 04:19;15/03/2026 17:30;2026-03-15
3098;WH-SYD;ORD-9166;TRACK-0162;Australia Post;Sydney;AU;in_transit;13/03/2026 18:33;14/03/2026 03:12;2026-03-13
3099;WH-AMS;ORD-9030;TRACK-0189;DHL;Amsterdam;NL;Exception;13/03/2026 19:54;14/03/2026 04:47;2026-03-13
3100;WH-DXB;ORD-9097;TRACK-0165;Aramex;Dubai;AE;shipped;18/03/2026 23:19;18/03/2026 20:45;2026-03-19
3101;WH-LAX;ORD-9225;TRACK-0225;FedEx;Los Angeles;US;delivered;17/03/2026 15:28;18/03/2026 09:40;2026-03-17
3102;WH-SIN;ORD-9049;TRACK-0198;UPS;Singapore;SG;shipped;08/03/2026 14:32;08/03/2026 18:27;2026-03-08
3103;WH-SIN;ORD-9193;TRACK-0169;UPS;Singapore;SG;packed;08/03/2026 22:33;08/03/2026 18:12;2026-03-08
3104;WH-LAX;ORD-9071;TRK-80;FedEx;Los Angeles;US;shipped;12/03/2026 08:13;12/03/2026 13:57;2026-03-12
3105;WH-LAX;ORD-9084;TRACK-0093;FedEx;Los Angeles;US;received;16/03/2026 12:22;17/03/2026 06:47;2026-03-16
3106;WH-DXB;ORD-9123;TRACK-0159;DHL;Dubai;AE;processing;13/03/2026 08:30;13/03/2026 21:37;2026-03-13
3107;WH-LAX;ORD-9103;TRACK-0071;FedEx;Los Angeles;US;delivered;03/03/2026 07:09;03/03/2026 23:57;2026-03-03
3108;WH-LAX;ORD-9140;TRACK-0231;FedEx;Los Angeles;US;processing;18/03/2026 12:42;19/03/2026 02:39;2026-03-18
3109;WH-LHR;ORD-9258;TRACK-0192;Royal Mail;London;GB;received;19/03/2026 00:59;19/03/2026 06:42;2026-03-19
3110;WH-SIN;ORD-9242;TRACK-0072;Ninja Van;Singapore;SG;Received;06/03/2026 13:40;06/03/2026 08:13;2026-03-06
3111;WH-SIN;ORD-9122;TRACK-0155;UPS;Singapore;SG;in_transit;03/03/2026 03:02;03/03/2026 11:33;2026-03-03
3112;WH-SYD;ORD-9074;TRACK-0150;DHL;Sydney;AU;packed;02/03/2026 13:01;03/03/2026 01:10;2026-03-03
3113;WH-LHR;ORD-9023;TRACK-0199;DHL;London;GB;Packed;06/03/2026 06:58;06/03/2026 17:41;2026-03-06
3114;WH-AMS;ORD-9181;TRACK-0174;DHL;Amsterdam;NL;in_transit;11/03/2026 10:54;11/03/2026 23:44;2026-03-11
3115;WH-SIN;ORD-9104;TRACK-0023;UPS;Singapore;SG;packed;18/03/2026 13:33;21/03/2026 07:33;2026-03-18
3116;WH-SIN;ORD-9025;TRACK-0170;Ninja Van;Singapore;SG;packed;21/03/2026 13:58;21/03/2026 17:09;2026-03-21
3117;WH-DXB;ORD-9137;TRACK-0043;Aramex;Dubai;AE;exception;07/03/2026 11:54;07/03/2026 13:15;2026-03-07
3118;WH-LHR;ORD-9219;TRACK-0086;DHL;London;GB;in_transit;14/03/2026 07:17;14/03/2026 18:11;2026-03-14
3119;WH-SYD;ORD-9208;TRACK-0187;Australia Post;Sydney;AU;processing;17/03/2026 22:20;18/03/2026 00:29;2026-03-17
3120;WH-LHR;ORD-9017;TRACK-0079;DHL;London;GB;in_transit;12/03/2026 11:42;12/03/2026 17:03;2026-03-12
3121;WH-AMS;ORD-9096;TRACK-0256;DHL;Amsterdam;NL;packed;14/03/2026 04:21;14/03/2026 11:43;2026-03-14
3122;WH-LHR;ORD-9089;TRACK-0228;DHL;London;GB;in_transit;07/03/2026 09:41;08/03/2026 00:12;2026-03-07
3123;WH-DXB;ORD-9115;TRACK-0063;Aramex;Dubai;AE;shipped;13/03/2026 09:24;13/03/2026 19:06;2026-03-13
3124;WH-AMS;ORD-9159;TRACK-0204;PostNL;Amsterdam;NL;in_transit;02/03/2026 17:47;03/03/2026 04:44;2026-03-02
3125;WH-LAX;ORD-9094;TRACK-0067;FedEx;Los Angeles;US;shipped;04/03/2026 12:21;05/03/2026 08:27;2026-03-04
3126;WH-SIN;ORD-9101;TRACK-0141;Ninja Van;Singapore;SG;processing;13/03/2026 20:58;13/03/2026 15:53;2026-03-13
3127;WH-AMS;ORD-9042;TRACK-0024;PostNL;Amsterdam;NL;in_transit;14/03/2026 18:54;15/03/2026 05:36;2026-03-14
3128;WH-LAX;ORD-9208;TRACK-0153;FedEx;Los Angeles;US;packed;08/03/2026 12:02;08/03/2026 17:22;2026-03-08
3129;WH-LHR;ORD-9067;TRACK-0190;Royal Mail;London;GB;shipped;06/03/2026 11:45;06/03/2026 12:36;2026-03-06
3130;WH-LAX;ORD-9082;TRACK-0168;UPS;Los Angeles;US;processing;11/03/2026 09:46;11/03/2026 07:01;2026-03-11
3131;WH-DXB;ORD-9235;TRACK-0124;dhl;Dubai;AE;packed;18/03/2026 22:49;19/03/2026 06:50;2026-03-19
3132;WH-LHR;ORD-9069;TRACK-0136;DHL;London;GB;packed;05/03/2026 07:02;05/03/2026 11:57;2026-03-05
3133;WH-DXB;ORD-9061;TRACK-0066;DHL;Dubai;AE;exception;09/03/2026 01:12;09/03/2026 00:35;2026-03-09
3134;WH-AMS;ORD-9020;TRACK-0071;PostNL;Amsterdam;NL;processing;04/03/2026 01:22;04/03/2026 11:49;2026-03-04
3135;WH-DXB;ORD-9173;TRACK-0260;DHL;Dubai;AE;packed;08/03/2026 23:29;08/03/2026 21:21;2026-03-09
3136;WH-DXB;ORD-9243;TRACK-0136;Aramex;Dubai;AE;shipped;14/03/2026 14:08;14/03/2026 23:21;2026-03-14
3137;WH-AMS;ORD-9057;track-0098;PostNL;Amsterdam;NL;packed;11/03/2026 19:13;12/03/2026 03:15;2026-03-11
3138;WH-DXB;ORD-9107;TRACK-0167;DHL;Dubai;AE;packed;20/03/2026 16:07;21/03/2026 01:26;2026-03-20
3139;WH-LAX;ORD-9127;TRACK-0143;FedEx;Los Angeles;US;exception;16/03/2026 03:17;16/03/2026 15:18;2026-03-16
3140;WH-DXB;ORD-9141;TRACK-0148;DHL;Dubai;AE;packed;17/03/2026 13:14;20/03/2026 15:14;2026-03-17
3141;WH-LHR;ORD-9132;TRACK-0246;DHL;London;GB;in_transit;14/03/2026 07:17;14/03/2026 11:22;2026-03-14
3142;WH-AMS;ORD-9052;TRACK-0212;PostNL;Amsterdam;NL;IN_TRANSIT;12/03/2026 23:19;13/03/2026 06:15;2026-03-12
3143;WH-SYD;ORD-9103;TRACK-0148;Australia Post;Sydney;AU;processing;12/03/2026 12:42;13/03/2026 03:12;2026-03-12
3144;WH-LAX;ORD-9019;TRACK-0204;FedEx;Los Angeles;US;exception;20/03/2026 06:00;20/03/2026 03:05;2026-03-19
3145;WH-SIN;ORD-9233;TRACK-0253;UPS;Singapore;SG;shipped;03/03/2026 14:40;03/03/2026 19:08;2026-03-03
3146;WH-AMS;ORD-9173;TRACK-0152;DHL;Amsterdam;NL;delivered;18/03/2026 18:16;18/03/2026 23:51;2026-03-18
3147;WH-LAX;ORD-9245;TRACK-0166;FedEx;Los Angeles;US;processing;21/03/2026 21:04;21/03/2026 23:00;2026-03-21
3148;WH-SYD;ORD-9185;TRK-121;Australia Post;Sydney;AU;processing;20/03/2026 08:10;21/03/2026 07:10;2026-03-20
3149;WH-SIN;ORD-9114;TRACK-0113;Ninja Van;Singapore;SG;in_transit;10/03/2026 00:24;10/03/2026 00:26;2026-03-10
3150;WH-SYD;ORD-9042;TRACK-0229;dhl;Sydney;AU;Shipped;12/03/2026 20:48;12/03/2026 13:15;2026-03-12
3151;WH-SIN;ORD-9227;TRACK-0060;Ninja Van;Singapore;SG;shipped;10/03/2026 11:57;11/03/2026 03:02;2026-03-10
3152;WH-SYD;ORD-9158;TRACK-0012;Australia Post;Sydney;AU;SHIPPED;08/03/2026 03:28;08/03/2026 23:42;2026-03-08
3153;WH-AMS;ORD-9147;TRACK-0210;DHL;Amsterdam;NL;exception;10/03/2026 01:35;10/03/2026 08:06;2026-03-10
3154;WH-AMS;ORD-9069;;PostNL;Amsterdam;NL;in_transit;01/03/2026 07:43;01/03/2026 12:48;2026-03-01
3155;WH-LAX;ORD-9127;TRACK-0236;UPS;Los Angeles;US;delivered;02/03/2026 04:02;02/03/2026 11:11;2026-03-01
3156;WH-LAX;ORD-9035;TRACK-0052;UPS;Los Angeles;US;IN_TRANSIT;16/03/2026 23:20;17/03/2026 14:49;2026-03-17
3157;WH-LAX;ORD-9258;TRACK-0149;UPS;Los Angeles;US;in_transit;06/03/2026 03:35;06/03/2026 06:01;2026-03-06
3158;WH-SIN;ORD-9141;TRACK-0032;UPS;Singapore;SG;packed;21/03/2026 20:38;22/03/2026 08:05;2026-03-21
3159;WH-LHR;ORD-9077;TRACK-0154;DHL;London;GB;processing;04/03/2026 05:53;04/03/2026 06:52;2026-03-04
3160;WH-LHR;ORD-9125;TRACK-0131;Royal Mail;London;GB;Delivered;16/03/2026 16:05;16/03/2026 16:57;2026-03-16
3161;WH-LAX;ORD-9112;TRACK-0246;UPS;Los Angeles;US;delivered;05/03/2026 07:17;06/03/2026 04:01;2026-03-05
3162;WH-SYD;ORD-9105;TRACK-0204;DHL;Sydney;AU;packed;08/03/2026 20:13;09/03/2026 02:21;2026-03-08
3163;WH-AMS;ORD-9241;TRACK-0164;PostNL;Amsterdam;NL;received;17/03/2026 01:05;17/03/2026 05:32;2026-03-17
3164;WH-LAX;ORD-9101;TRACK-0169;FedEx;Los Angeles;US;in_transit;06/03/2026 14:18;06/03/2026 22:38;2026-03-06
3165;WH-LAX;ORD-9181;TRACK-0087;UPS;Los Angeles;US;delivered;21/03/2026 21:49;21/03/2026 22:23;2026-03-21
3166;WH-AMS;ORD-9212;TRACK-0071;dhl;Amsterdam;NL;processing;10/03/2026 23:08;11/03/2026 09:40;2026-03-10
3167;WH-AMS;ORD-9004;track-0211;PostNL;Amsterdam;NL;packed;16/03/2026 01:53;16/03/2026 14:38;2026-03-16
3168;WH-AMS;ORD-9077;TRACK-0124;PostNL;Amsterdam;NL;packed;09/03/2026 03:28;09/03/2026 13:06;2026-03-09
3169;WH-SYD;ORD-9042;;DHL;Sydney;AU;shipped;16/03/2026 04:49;16/03/2026 02:20;2026-03-16
3170;WH-DXB;ORD-9022;TRACK-0118;DHL;Dubai;AE;delivered;07/03/2026 03:38;07/03/2026 13:15;2026-03-07
3171;WH-AMS;ORD-9107;TRACK-0074;PostNL;Amsterdam;NL;packed;13/03/2026 05:16;13/03/2026 11:54;2026-03-13
3172;WH-SYD;ORD-9072;TRACK-0041;dhl;Sydney;AU;shipped;08/03/2026 09:22;08/03/2026 19:50;2026-03-08
3173;WH-AMS;ORD-9140;TRACK-0231;PostNL;Amsterdam;NL;packed;13/03/2026 16:05;13/03/2026 16:32;2026-03-13
3174;WH-SYD;ORD-9038;TRACK-0043;DHL;Sydney;AU;in_transit;07/03/2026 23:56;09/03/2026 19:56;2026-03-08
3175;WH-SIN;ORD-9053;;Ninja Van;Singapore;SG;shipped;01/03/2026 17:35;02/03/2026 03:02;2026-03-01
3176;WH-AMS;ORD-9150;TRACK-0212;DHL;Amsterdam;NL;shipped;06/03/2026 08:23;06/03/2026 10:16;2026-03-06
3177;WH-SIN;ORD-9155;TRACK-0138;UPS;Singapore;SG;packed;17/03/2026 20:32;17/03/2026 16:49;2026-03-17
3178;WH-LHR;ORD-9055;TRACK-0070;DHL;London;GB;shipped;08/03/2026 05:03;08/03/2026 12:23;2026-03-08
3179;WH-SIN;ORD-9103;TRACK-0246;Ninja Van;Singapore;SG;packed;11/03/2026 14:16;11/03/2026 18:24;2026-03-11
3180;WH-SIN;ORD-9059;TRACK-0103;UPS;Singapore;SG;shipped;10/03/2026 17:52;11/03/2026 09:20;2026-03-11
3181;WH-SYD;ORD-9256;TRACK-0072;Australia Post;Sydney;AU;processing;09/03/2026 05:10;09/03/2026 15:22;2026-03-09
3182;WH-DXB;ORD-9019;TRACK-0185;Aramex;Dubai;AE;processing;04/03/2026 17:05;04/03/2026 17:50;2026-03-04
3183;WH-LHR;ORD-9055;;Royal Mail;London;GB;shipped;13/03/2026 10:20;13/03/2026 16:43;2026-03-13
3184;WH-AMS;ORD-9248;TRACK-0054;DHL;Amsterdam;NL;cancelled;07/03/2026 19:25;08/03/2026 08:48;2026-03-07
